,Open Price,PM Beginning Price,PM High Price,Prior Day Price Action Trend,Premarket Move Change Classification,Premarket Move Time Classification,LOD move
820,3.95,3.64,4.2,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.017412935323382936
821,3.51,3.37,3.8001,Downtrending,Medium Retracement,Medium Downtrend,
822,12.74,11.01,13.39,Sideways,Medium-Small Retracement,Long Downtrend,-0.1081395348837209
823,1.26,1.17,1.3,Slight Downtrend,Medium-Small Retracement,Equal Uptrend/Downtrend,
824,2.85,2.56,3.21,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.04166666666666679
825,1.35,1.31,1.4864,Sideways,Full Retracement,Sudden Upmove to Fade,
826,1.88,1.42,1.94,Downtrending,Barely Retraces,Sudden Downmove,-0.04761904761904753
827,1.54,1.22,1.65,Uptrending,Small-Medium Retracement,Medium Uptrend then downmove,-0.04605263157894741
828,1.98,1.72,2.3,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.09009009009009017
829,1.95,1.79,2.27,Slight Downtrend,Medium Retracement,Long Downtrend,-0.035748502994011895
830,2.45,2.46,2.8399,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.0004889776292734069
831,2.16,1.83,2.4,Downtrending,Medium-Small Retracement,Long Downtrend,-0.14177215189873418
832,3.25,3.39,4.15,Downtrending,Full Retracement,Long Downtrend,-0.050622181534601504
833,1.62,1.5,1.72,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.055555555555555455
834,3.66,3.72,4.3,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.03225806451612906
835,2.6,3.13,3.87,Uptrending,Full Retracement,Long Downtrend,-0.013100436681222816
836,3.59,3.15,4.9,Downtrending,Medium Retracement,Medium Downtrend,-0.02741839762611277
837,5.2,4.2,6.13,Uptrending,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.043889845094664356
838,3.5,3.19,4.13,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.006024096385542174
839,7.26,5.9,8.4,Large Uptrend,Medium-Small Retracement,Long Downtrend,-0.023461745355236437
840,5.1,4.4,5.37,Large Uptrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.13399999999999998
841,11.8,4.6,12.64,Sideways,Barely Retraces,Sudden Downmove,-0.2577328043141717
842,65.0,57.49,72.98,Extreme Uptrend,Medium Retracement,Medium Downtrend,-0.20831034234580045
843,1.65,1.65,2.44,Downtrending,Full Retracement,Medium Downtrend,-0.05584992995919356
844,5.93,5.53,7.5,Downtrending,Medium Retracement,Long Downtrend,-0.028620988725065057
845,1.1,1.04,1.23,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.044247787610619316
846,3.66,3.41,4.0,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.02721088435374152
847,7.86,5.4,7.935,Slight Downtrend,Barely Retraces,Sudden Downmove,0.0
848,2.66,2.63,3.1,Sideways,Full Retracement,Long Downtrend,-0.056806770908047734
849,2.4,2.24,2.69,Large Uptrend,Medium Retracement,Medium Uptrend then downmove,-0.1323430114787307
850,12.5,7.66,13.7748,Extreme Uptrend,Small Retracement,Sudden Downmove,-0.20377240841777083
851,3.28,3.53,4.89,Sideways,Full Retracement,Sudden Upmove to Fade,-0.006389776357827482
852,11.6,10.51,12.65,Extreme Uptrend,Medium Retracement,Sudden Downmove,-0.003926826932286153
853,5.55,5.44,6.7,Sideways,Full Retracement,Medium Downtrend,-0.007598784194528849
854,42.56,37.3,42.82,Sideways,Barely Retraces,Sudden Downmove,-0.011378848728246274
855,1.05,1.01,1.17,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.049382716049382755
856,17.74,15.2,18.31,Extreme Uptrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.0356792865302431
857,1.24,1.09,1.45,Sideways,Medium Retracement,Medium Downtrend,-0.07079646017699102
858,3.1,3.1,3.6,Sideways,Full Retracement,Sudden Upmove to Fade,
859,11.0,6.29,12.1,Uptrending,Barely Retraces,Medium Uptrend then downmove,-0.05100830367734279
860,1.2,1.27,1.62,Sideways,Full Retracement,Long Downtrend,
861,2.93,2.34,3.08,Slight Uptrend,Small-Medium Retracement,Medium Downtrend,-0.08000000000000007
862,19.66,17.25,20.34,Extreme Uptrend,Small-Medium Retracement,Sudden Downmove,-0.034954407294832714
863,21.1,17.54,22.59,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.25483328182411324
864,1.58,1.4,1.65,Uptrending,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.02721088435374152
865,2.39,1.96,2.44,Large Uptrend,Barely Retraces,Medium Downtrend,-0.047656839014324784
866,2.89,3.19,3.77,Extreme Uptrend,Full Retracement,Medium Downtrend,-0.039426523297490995
867,1.82,1.67,1.94,Sideways,Medium Retracement,Medium Uptrend then downmove,-0.06909266759354414
868,4.35,3.69,5.0,Downtrending,Medium Retracement,Long Downtrend,-0.0651685393258427
869,2.0,1.8,2.3,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.04687499999999993
870,2.05,1.81,2.2,Slight Downtrend,Medium-Small Retracement,Long Downtrend,-0.004401592957451365
871,45.64,32.15,49.4,Sideways,Small Retracement,Sudden Upmove to Fade,-0.011536305567922478
872,2.02,1.8,2.17,Large Uptrend,Medium Retracement,Medium Downtrend,-0.07586021264187331
873,1.14,0.92,1.16,Slight Downtrend,Barely Retraces,Long Uptrend then downmove,-0.01709401709401711
874,2.93,2.01,3.15,Large Uptrend,Small Retracement,Sudden Downmove,-0.04255319148936158
875,1.8,1.6,2.25,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.07627118644067785
876,8.07,6.55,8.77,Downtrending,Medium-Small Retracement,Long Downtrend,
877,1.25,0.93,1.33,Downtrending,Small Retracement,Medium Downtrend,-0.06041253762020116
878,2.46,2.22,2.98,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.0839481137023181
879,2.4,2.3,2.69,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.11290322580645154
880,2.44,2.25,3.0,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.03392013739802498
881,1.75,1.66,2.0,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.041095890410958874
882,3.45,3.25,3.75,Extreme Downtrend,Medium Retracement,Long Downtrend,-0.06230333543108872
883,8.41,7.3501,8.7,Sideways,Small-Medium Retracement,Sudden Downmove,-0.04009720534629405
884,2.91,3.02,5.3,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.06034482758620676
885,1.43,1.33,1.54,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.052264808362369304
886,1.53,0.9444,1.6238,Sideways,Barely Retraces,Sudden Downmove,-0.03585657370517923
887,19.11,17.78,22.27,Sideways,Medium Retracement,Long Downtrend,-0.008026315789473678
888,1.48,1.39,1.61,Sideways,Medium Retracement,Medium Downtrend,-0.023102310231023052
889,2.0,1.87,2.73,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.06451612903225812
890,4.73,4.45,5.2,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.04665314401622709
891,1.75,1.89,2.24,Slight Uptrend,Full Retracement,Equal Uptrend/Downtrend,-0.040462427745664775
892,8.81,8.3,9.52,Sideways,Medium Retracement,Medium Downtrend,-0.041946875837713685
893,1.52,1.36,1.62,Slight Uptrend,Medium-Small Retracement,Sudden Downmove,-0.03973509933774838
894,7.94,7.69,8.88,Sideways,Full Retracement,Sudden Upmove to Fade,-0.01657458563535913
895,17.0,15.73,18.7,Extreme Downtrend,Medium Retracement,Equal Uptrend/Downtrend,-0.015753902684904
896,2.35,2.25,2.99,Sideways,Medium Retracement,Sudden Upmove to Fade,
897,1.37,1.08,1.46,Slight Uptrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.04081632653061228
898,1.2,1.17,1.3,Sideways,Full Retracement,Sudden Upmove to Fade,-0.11403508771929816
899,20.7,22.0,26.0,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.09869565217391303
900,3.16,2.9,3.45,Sideways,Medium Retracement,Medium Downtrend,-0.029382352941176436
901,9.51,7.43,10.9,Uptrending,Medium-Small Retracement,Long Downtrend,-0.060950368207765025
902,2.4,0.87,2.62,Sideways,Barely Retraces,Sudden Downmove,-0.09090909090909088
903,1.2,0.9149,1.35,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.08823529411764702
904,5.37,4.71,5.72,Sideways,Medium-Small Retracement,Medium Uptrend then downmove,-0.03732638888888887
905,2.82,2.45,3.29,Uptrending,Medium Retracement,Equal Uptrend/Downtrend,-0.08906882591093125
906,2.8,2.54,3.11,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.032727272727272674
907,1.24,1.15,1.35,Uptrending,Medium Retracement,Sudden Upmove to Fade,
908,4.55,4.33,5.49,Sideways,Medium Retracement,Long Downtrend,-0.042316258351893184
909,2.13,1.89,2.5,Sideways,Medium Retracement,Long Uptrend then downmove,-0.04020100502512566
910,4.66,3.87,4.94,Slight Uptrend,Medium-Small Retracement,Long Uptrend then downmove,-0.02129973286683542
911,6.26,5.24,6.93,Slight Uptrend,Medium-Small Retracement,Medium Downtrend,-0.052727272727272734
912,1.3,1.25,1.4,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.02255639097744363
913,1.41,1.29,1.769,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.04186046511627901
914,9.22,6.24,9.46,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.18039933734414507
915,3.75,3.35,4.35,Large Uptrend,Medium Retracement,Long Downtrend,-0.08241243146501515
916,3.47,3.29,4.35,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.13052642672709072
917,2.42,2.16,2.74,Extreme Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.04914959153609218
918,1.23,1.15,1.41,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.030215596697924233
919,16.17,14.39,17.11,Uptrending,Medium-Small Retracement,Medium Downtrend,-0.07846284581248225
920,5.72,5.32,6.15,Extreme Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.045278381699593626
921,17.44,14.25,17.61,Sideways,Barely Retraces,Sudden Downmove,-0.018456904302411394
922,12.2,9.5,12.7,Slight Downtrend,Small Retracement,Sudden Downmove,-0.09201877934272304
923,1.11,1.0,1.2,Slight Downtrend,Medium Retracement,Medium Downtrend,-0.017391304347826105
924,1.41,1.4,1.87,Extreme Downtrend,Full Retracement,Sudden Upmove to Fade,-0.09655172413793096
925,1.43,1.32,1.67,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.1353251318101934
926,2.64,1.44,2.97,Sideways,Small Retracement,Sudden Upmove to Fade,-0.19196428571428575
927,2.59,2.23,2.82,Downtrending,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.0693069306930693
928,24.39,18.78,24.82,Extreme Downtrend,Barely Retraces,Sudden Downmove,-0.038544392491576
929,3.4,3.0,3.95,Uptrending,Medium Retracement,Equal Uptrend/Downtrend,
930,2.93,2.92,3.41,Extreme Uptrend,Full Retracement,Equal Uptrend/Downtrend,-0.09523809523809516
931,57.17,50.26,57.4,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.017115320704553027
932,3.91,3.5,4.07,Large Uptrend,Medium-Small Retracement,Sudden Downmove,-0.004304160688665619
933,1.38,1.3,1.52,Large Uptrend,Medium Retracement,Medium Uptrend then downmove,-0.089430894308943
934,2.06,1.9,2.27,Uptrending,Medium Retracement,Sudden Upmove to Fade,
935,1.43,0.6932,1.97,Uptrending,Small-Medium Retracement,Medium Downtrend,-0.09766291368133746
936,1.87,1.8,2.26,Sideways,Full Retracement,Sudden Upmove to Fade,0.0
937,3.99,2.8,4.4,Sideways,Small-Medium Retracement,Sudden Upmove to Fade,-0.079333986287953
938,2.05,1.85,2.42,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.3672055427251732
939,3.6,2.8,3.98,Uptrending,Medium-Small Retracement,Sudden Upmove to Fade,-0.1934741488020177
940,2.72,1.09,2.8259,Sideways,Barely Retraces,Sudden Downmove,-0.17175643161206736
941,2.88,2.51,3.63,Large Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.13404918600623486
942,1.69,1.58,1.77,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.04470401174168294
943,2.39,2.35,3.49,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.03401177157748119
944,8.5,8.32,10.85,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.012767511313397421
945,2.91,1.46,3.0767,Sideways,Barely Retraces,Sudden Downmove,-0.13288288288288294
946,1.2,1.58,1.82,Large Uptrend,Back to where it came from,Equal Uptrend/Downtrend,-0.025641025641025664
947,4.16,3.77,5.16,Large Uptrend,Medium Retracement,Medium Downtrend,-0.09210677053499831
948,2.4,2.35,2.9,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.004424778761061853
949,1.33,1.2399,1.45,Sideways,Medium Retracement,Medium Uptrend then downmove,-0.040000000000000036
950,1.2,1.13,1.33,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.016666666666666684
951,1.29,1.06,1.35,Sideways,Small-Medium Retracement,Sudden Upmove to Fade,-0.04072398190045243
952,1.44,1.4,1.6299,Sideways,Full Retracement,Equal Uptrend/Downtrend,-0.02568028394460307
953,12.7,11.28,13.0995,Slight Uptrend,Small-Medium Retracement,Sudden Downmove,-0.0014965986394557852
954,3.74,3.51,4.15,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.014644974418667614
955,2.51,2.2399,3.4,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.04478407677270304
956,30.78,35.61,46.21,Extreme Uptrend,Full Retracement,Equal Uptrend/Downtrend,-0.00234448356807497
957,1.87,1.69,1.92,Uptrending,Small-Medium Retracement,Long Downtrend,-0.04739336492891
958,3.91,2.6,4.09,Large Uptrend,Barely Retraces,Sudden Downmove,-0.12012012012012009
959,22.98,20.98,23.75,Extreme Uptrend,Medium-Small Retracement,Medium Uptrend then downmove,-0.12898381445019183
960,2.12,1.52,2.47,Slight Uptrend,Medium-Small Retracement,Medium Downtrend,-0.10798122065727699
961,1.87,1.64,2.01,Sideways,Medium-Small Retracement,Medium Uptrend then downmove,-0.08720930232558134
962,16.48,15.05,17.55,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,
963,1.5,1.42,1.75,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,
964,3.52,2.35,3.59,Uptrending,Barely Retraces,Sudden Downmove,-0.179245283018868
965,6.2,5.64,8.0,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.01427309763254609
966,2.4,2.62,3.2,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.17647058823529402
967,1.34,1.34,1.58,Sideways,Full Retracement,Sudden Upmove to Fade,
968,3.78,3.75,4.54,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.0102648443259797
969,18.2,13.95,19.11,Extreme Uptrend,Small Retracement,Sudden Downmove,-0.013560888427227186
970,2.34,1.62,2.5672,Downtrending,Small-Medium Retracement,Sudden Downmove,-0.19594594594594597
971,24.16,21.3,24.59,Sideways,Small Retracement,Sudden Downmove,-0.004480810442236448
972,7.45,4.73,7.46,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.03154205607476651
973,1.6,1.2299,1.7973,Sideways,Medium-Small Retracement,Sudden Downmove,-0.1184210526315789
974,2.15,1.9399,2.45,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.03424056189640025
975,2.49,2.47,2.86,Sideways,Full Retracement,Medium Downtrend,-0.05567010309278342
976,1.44,1.5,1.52,Sideways,Back to where it came from,Equal Uptrend/Downtrend,-0.021193981556382465
977,8.77,7.95,9.21,Large Uptrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.09638554216867477
978,25.75,22.39,27.62,Sideways,Medium-Small Retracement,Long Downtrend,-0.030107526881720425
979,102.6,92.0,109.0,Slight Downtrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.030849825378346844
980,1.75,1.26,2.7,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.026315789473684233
981,8.11,5.85,9.62,Sideways,Medium-Small Retracement,Medium Downtrend,-0.019230769230769162
982,1.13,1.08,1.25,Sideways,Medium Retracement,Sudden Upmove to Fade,
983,3.06,2.72,3.94,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.044776119402985114
984,1.3,1.23,1.5,Sideways,Medium Retracement,Sudden Upmove to Fade,
985,2.18,2.38,3.0,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.025561361389634243
986,2.41,1.5,2.56,Sideways,Barely Retraces,Medium Uptrend then downmove,-0.06144672024889813
987,1.37,1.2,1.4,Slight Uptrend,Small Retracement,Long Downtrend,-0.060150375939849676
988,1.89,1.45,1.97,Sideways,Small Retracement,Sudden Downmove,-0.05625000000000005
989,1.99,2.02,2.3,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.03589927688599419
990,2.78,2.0,3.49,Sideways,Medium-Small Retracement,Medium Downtrend,-0.24106594621147007
991,141.54,117.88,144.685,Sideways,Barely Retraces,Sudden Downmove,-0.013397632180533059
992,12.9,10.9,13.1896,Sideways,Small Retracement,Sudden Downmove,-0.0008012820512820341
993,3.35,3.12,3.66,Extreme Downtrend,Medium Retracement,Medium Downtrend,-0.10899150866581359
994,2.6,2.25,2.69,Sideways,Small-Medium Retracement,Medium Downtrend,-0.027303754266211625
995,6.51,6.6,7.79,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.055374592833876204
996,1.69,1.51,1.88,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.06214689265536728
997,7.35,6.04,7.8,Slight Uptrend,Small-Medium Retracement,Medium Downtrend,-0.022140221402214093
998,2.12,2.17,2.45,Sideways,Full Retracement,Sudden Upmove to Fade,
999,131.67,110.83,156.0,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.07291190090047359
1000,2.94,2.49,3.0,Sideways,Barely Retraces,Sudden Upmove to Fade,-0.04298858356155951
1001,1.74,1.77,1.92,Sideways,Full Retracement,Medium Downtrend,
1002,100.77,87.0,101.37,Sideways,Barely Retraces,Sudden Downmove,-0.012242077204067617
1003,1.45,1.48,1.66,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.028169014084507067
1004,7.25,5.15,7.55,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.02302158273381297
1005,2.65,2.2527,2.85,Slight Downtrend,Medium-Small Retracement,Long Downtrend,-0.07386956521739119
1006,11.3,9.7,11.53,Uptrending,Small Retracement,Long Downtrend,-0.008585630366018877
1007,7.3,6.42,8.76,Large Uptrend,Medium Retracement,Sudden Downmove,-0.09264305177111713
1008,1.23,1.19,1.44,Downtrending,Full Retracement,Sudden Upmove to Fade,-0.001120238984316531
1009,1.15,1.25,1.65,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.046296296296296335
1010,5.93,5.5,6.48,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.09829201316532607
1011,1.14,1.82,2.21,Sideways,Back to where it came from,Medium Downtrend,-0.036036036036036063
1012,8.76,7.79,9.15,Sideways,Medium-Small Retracement,Long Uptrend then downmove,-0.028697571743929336
1013,4.7,4.4,5.65,Slight Downtrend,Medium Retracement,Long Downtrend,
1014,2.2,1.81,2.56,Sideways,Medium Retracement,Long Downtrend,-0.07169793076774324
1015,1.6,1.48,1.7,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.17072368421052636
1016,10.27,10.36,11.81,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.006769825918762117
1017,1.51,1.39,1.79,Downtrending,Medium Retracement,Medium Downtrend,-0.10743801652892554
1018,29.37,13.0,32.23,Sideways,Barely Retraces,Sudden Downmove,-0.10382513661202178
1019,1.5,1.37,1.62,Extreme Uptrend,Medium Retracement,Sudden Downmove,-0.13841896736054332
1020,4.41,4.27,4.82,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,
1021,4.35,3.48,5.42,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.0277777777777778
1022,1.59,1.55,1.84,Sideways,Full Retracement,Long Downtrend,-0.008609444299504226
1023,21.4,21.35,24.77,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.0023923444976075197
1024,2.13,1.95,2.48,Extreme Uptrend,Medium Retracement,Medium Downtrend,-0.15053763440860216
1025,5.75,5.41,6.27,Downtrending,Medium Retracement,Long Downtrend,
1026,3.29,2.36,3.44,Slight Downtrend,Barely Retraces,Medium Downtrend,-0.06512280701754386
1027,2.27,1.75,2.89,Uptrending,Medium-Small Retracement,Sudden Upmove to Fade,-0.08962264150943404
1028,1.69,1.55,1.8499,Slight Downtrend,Medium Retracement,Equal Uptrend/Downtrend,-0.014778325123152625
1029,1.37,1.35,1.8,Large Uptrend,Full Retracement,Medium Downtrend,-0.05737704918032792
1030,4.0,4.0,4.8,Sideways,Full Retracement,Sudden Upmove to Fade,-0.11785142442826498
1031,2.03,1.75,2.34,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.037234042553191404
1032,3.24,1.15,3.35,Sideways,Barely Retraces,Sudden Downmove,-0.3463268365817091
1033,3.09,2.66,3.18,Large Uptrend,Small-Medium Retracement,Medium Downtrend,-0.05730756188538489
1034,11.24,9.0,12.4999,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.05112701252236137
1035,7.3,6.76,7.67,Uptrending,Medium Retracement,Long Downtrend,-0.13475177304964542
1036,12.31,9.01,13.7,Uptrending,Small-Medium Retracement,Long Uptrend then downmove,-0.007407407407407319
1037,3.37,3.15,3.66,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.03271134930231034
1038,2.2,1.9,2.43,Downtrending,Medium Retracement,Long Downtrend,-0.019471809814532177
1039,6.98,4.3,7.7,Slight Downtrend,Small Retracement,Equal Uptrend/Downtrend,-0.01171243282094841
1040,2.27,1.95,2.5,Uptrending,Medium-Small Retracement,Sudden Upmove to Fade,-0.08119658119658119
1041,1.38,1.33,1.67,Sideways,Full Retracement,Medium Downtrend,
1042,1.82,1.6,2.05,Extreme Uptrend,Medium Retracement,Equal Uptrend/Downtrend,
1043,1.81,1.72,2.09,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.0038953488372092606
1044,1.3,1.11,1.5,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.10681818181818185
1045,1.64,1.6,1.9499,Sideways,Full Retracement,Equal Uptrend/Downtrend,-0.050000000000000044
1046,2.15,1.9,2.19,Extreme Uptrend,Small Retracement,Medium Downtrend,
1047,2.39,2.37,2.99,Sideways,Full Retracement,Long Downtrend,-0.036529680365296836
1048,2.77,2.4,3.95,Downtrending,Medium Retracement,Sudden Downmove,-0.38516746411483255
1049,4.19,3.29,4.41,Uptrending,Small-Medium Retracement,Long Uptrend then downmove,-0.0950794947527179
1050,11.0,9.85,11.34,Extreme Uptrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.056437663776942294
1051,3.05,2.75,3.37,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.05284496015657773
1052,2.345,1.75,3.71,Sideways,Medium-Small Retracement,Long Downtrend,-0.10806793098788234
1053,8.3,7.23,8.42,Extreme Downtrend,Barely Retraces,Sudden Downmove,-0.0802721088435374
1054,11.36,8.74,12.4541,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.14995034756703077
1055,3.6392,1.32,4.0416,Uptrending,Barely Retraces,Sudden Downmove,-0.214622641509434
1056,4.15,3.88,4.49,Uptrending,Medium Retracement,Medium Downtrend,-0.008379888268156494
1057,9.7,9.61,11.78,Extreme Uptrend,Full Retracement,Long Downtrend,-0.02654867256637164
1058,4.4,4.08,4.83,Large Uptrend,Medium Retracement,Medium Uptrend then downmove,-0.015748031496063006
1059,3.68,3.4,4.12,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.0277777777777778
1060,4.5,3.02,4.5509,Uptrending,Barely Retraces,Sudden Downmove,-0.014990619136960657
1061,92.48,80.5,100.4,Slight Uptrend,Medium-Small Retracement,Medium Downtrend,-0.004647727272727268
1062,1.64,1.44,1.87,Uptrending,Medium Retracement,Sudden Downmove,-0.11251073575722868
1063,2.86,1.8,2.99,Uptrending,Barely Retraces,Medium Uptrend then downmove,-0.05970149253731348
1064,7.07,3.7,7.8,Uptrending,Barely Retraces,Long Uptrend then downmove,-0.009836065573770428
1065,8.42,6.2,8.45,Sideways,Barely Retraces,Medium Uptrend then downmove,-0.017857142857142898
1066,4.25,4.05,5.4,Uptrending,Medium Retracement,Medium Downtrend,-0.036699999999999955
1067,6.03,4.84,6.19,Downtrending,Barely Retraces,Sudden Upmove to Fade,-0.048409405255878356
1068,2.75,2.21,2.88,Extreme Downtrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.031136363636363736
1069,1.77,1.5,1.8,Extreme Downtrend,Barely Retraces,Sudden Downmove,-0.081081081081081
1070,3.52,3.08,3.7,Uptrending,Medium-Small Retracement,Medium Downtrend,-0.012567324955116773
1071,4.0,4.3,5.31,Sideways,Full Retracement,Sudden Upmove to Fade,-0.09952606635071089
1072,5.67,5.29,6.17,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.10803324099722991
1073,2.88,2.1999,2.84,Extreme Downtrend,Barely Retraces,Long Uptrend then downmove,-0.0037313432835821753
1074,3.95,3.24,4.365,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.05084745762711869
1075,5.68,5.45,7.4,Slight Uptrend,Medium Retracement,Long Downtrend,-0.09535019455252919
1076,6.25,4.0,8.79,Extreme Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,
1077,1.31,0.8999,1.36,Sideways,Barely Retraces,Sudden Downmove,-0.0774941995359628
1078,1.44,1.34,1.75,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.04397705544933068
1079,5.31,4.74,6.0,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.035532994923857836
1080,3.54,2.95,3.9301,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.17121046892039263
1081,7.21,4.14,7.7,Extreme Uptrend,Barely Retraces,Equal Uptrend/Downtrend,-0.2694805194805195
1082,4.39,4.05,4.65,Downtrending,Medium Retracement,Sudden Downmove,-0.14987499999999998
1083,1.5,1.4,1.72,Sideways,Medium Retracement,Long Downtrend,-0.056737588652482164
1084,1.63,1.35,2.27,Sideways,Medium Retracement,Long Downtrend,-0.08537017357421187
1085,2.26,1.89,2.44,Large Uptrend,Medium-Small Retracement,Sudden Downmove,-0.06250000000000006
1086,1.75,1.51,1.87,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.010693658146051319
1087,5.1,4.74,5.5,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.07603464870067381
1088,2.13,2.0,2.64,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.09566488985329491
1089,1.53,1.2182,1.59,Sideways,Small Retracement,Long Uptrend then downmove,-0.06818181818181823
1090,1.47,1.28,1.69,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.08338789357776316
1091,2.42,2.1,2.7,Sideways,Medium Retracement,Long Downtrend,-0.1062906724511931
1092,1.29,1.22,1.41,Sideways,Medium Retracement,Medium Downtrend,-0.06521739130434773
1093,1.3,1.24,1.44,Sideways,Medium Retracement,Long Downtrend,-0.011406844106463804
1094,1.99,1.6,2.15,Slight Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.17721518987341772
1095,8.73,7.9,10.0,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.04
1096,1.45,1.4,1.65,Sideways,Full Retracement,Medium Downtrend,-0.03846153846153849
